Row Number,Customer ID,First Name,State,Gender,Age,Salary,Credit Score,Tenure,Balance,HasCrCard,Card Type,HasLoan,HasFD,Num Of Products,IsActiveMember,Exited,Complain,Count of Complains,Satisfaction Score,Point Earned,Preferred Channel
10365,MH10365,Naresh,Maharashtra,Male,55,136000,561,10,35939.32,1,Silver,1,0,2,1,1,1,7,6,46,Mobile
10366,KA10366,Bhavya,Karnataka,Female,38,133000,764,3,249516.8,1,Gold,0,1,2,1,0,0,0,8,130,Email
10367,DL10367,Sneha,Delhi,Female,37,115000,626,6,129925.49,1,Platinum,1,1,3,1,0,0,0,5,100,Email
10368,MH10368,Neha,Maharashtra,Female,43,175000,724,1,202414.69,1,Gold,1,1,3,1,0,0,0,5,100,Email
10369,TN10369,Naveen,Tamil Nadu,Male,44,176000,688,2,0,1,Gold,1,1,3,1,0,0,0,4,90,Branch
10370,MH10370,Neel,Maharashtra,Male,58,60000,777,1,60295.46,1,Gold,1,1,3,1,0,1,24,4,0,Email
10371,DL10371,Kunal,Delhi,Male,47,113000,618,1,168962.11,1,Gold,0,1,2,1,0,0,0,5,100,Email
10372,DL10372,Nandini,Delhi,Female,32,139000,714,2,0,0,Not Applicable,1,1,2,1,0,0,0,5,100,Mobile
10373,KA10373,Komal,Karnataka,Female,50,146000,709,10,118194.65,1,Gold,1,1,3,1,0,0,0,10,150,Email
10374,TN10374,Naresh,Tamil Nadu,Male,56,148000,592,2,0,1,Silver,1,0,2,0,1,0,0,9,230,Email
10375,DL10375,Riya,Delhi,Female,43,70000,685,6,167784.66,1,Silver,0,1,2,1,0,1,3,9,140,Phone
10376,MH10376,Pankaj,Maharashtra,Male,37,122000,630,10,85391.48,1,Gold,0,1,2,1,0,0,0,4,90,Branch
10377,MH10377,Jyoti,Maharashtra,Female,41,114000,732,4,156327.39,1,Gold,0,0,1,1,0,0,0,6,110,Mobile
10378,KA10378,Sunita,Karnataka,Female,53,80000,496,8,0,0,Not Applicable,0,0,0,0,1,0,0,5,50,Email
10379,DL10379,Rekha,Delhi,Female,43,186000,647,1,134947.84,1,Platinum,1,1,3,1,0,0,0,8,130,Mobile
10380,DL10380,Vihaan,Delhi,Male,31,46000,738,5,10852.14,1,Silver,1,0,2,1,0,0,0,4,90,Mobile
10381,TN10381,Anirudh,Tamil Nadu,Male,79,95000,505,7,4016.71,0,Not Applicable,0,0,0,0,1,1,7,3,0,Mobile
10382,KA10382,Riya,Karnataka,Female,58,13000,528,4,0,1,Silver,0,0,1,0,1,0,0,3,80,Mobile
10383,MH10383,Vihaan,Maharashtra,Male,28,127000,708,4,126092.97,1,Gold,0,1,2,1,0,0,0,5,100,Mobile
10384,TN10384,Simran,Tamil Nadu,Female,40,84000,675,6,79748.65,1,Gold,0,0,1,1,0,0,0,6,110,Phone
10385,MH10385,Om,Maharashtra,Male,34,127000,708,5,204212.42,0,Not Applicable,0,0,0,1,0,0,0,9,140,Mobile
10386,MH10386,Aditya,Maharashtra,Male,31,61000,671,6,120887.58,1,Silver,0,0,1,1,0,0,0,4,90,Mobile
10387,MH10387,Sumit,Maharashtra,Male,26,143000,694,6,0,1,Silver,0,1,2,1,0,0,0,9,140,Mobile
10388,DL10388,Bhavya,Delhi,Female,44,46000,663,1,187814.84,1,Platinum,0,0,1,1,0,0,0,5,100,Mobile
10389,MH10389,Saanvi,Maharashtra,Female,58,114000,707,6,179205.96,0,Not Applicable,0,1,1,1,0,0,0,4,90,Phone
10390,DL10390,Bharat,Delhi,Male,57,183000,640,1,142560.74,1,Gold,0,1,2,1,0,0,0,8,130,Mobile
10391,KA10391,Mohan,Karnataka,Male,55,50000,709,1,0,1,Silver,0,1,2,1,0,0,0,9,140,Email
10392,MH10392,Naveen,Maharashtra,Male,30,143000,622,9,130741.47,1,Platinum,0,0,1,1,0,0,0,6,110,Mobile
10393,TN10393,Nitya,Tamil Nadu,Female,56,82000,641,3,167567.11,0,Not Applicable,0,0,0,1,0,1,2,10,150,Mobile
10394,KA10394,Prakash,Karnataka,Male,47,199000,766,9,0,1,Silver,1,0,2,1,0,0,0,6,110,Mobile
10395,DL10395,Aditya,Delhi,Male,57,115000,719,1,174530.16,1,Gold,0,0,1,1,0,1,6,6,48,Branch
10396,TN10396,Rekha,Tamil Nadu,Female,50,95000,691,1,35682.03,1,Silver,0,0,1,1,0,1,11,9,68,Email
10397,MH10397,Ravi,Maharashtra,Male,72,44000,560,1,0,1,Platinum,1,0,2,0,1,0,0,4,130,Mobile
10398,KA10398,Seema,Karnataka,Female,62,69000,524,4,38901.08,1,Platinum,0,0,1,1,1,1,8,2,4,Phone
10399,TN10399,Poonam,Tamil Nadu,Female,68,13000,510,2,0,0,Not Applicable,0,0,0,1,1,0,0,2,70,Mobile
10400,MH10400,Prakash,Maharashtra,Male,48,195000,659,4,82720.75,1,Silver,0,1,2,1,0,0,0,4,90,Email
10401,MH10401,Divya,Maharashtra,Female,31,132000,659,5,44516.22,0,Not Applicable,0,1,1,1,0,1,3,7,120,Mobile
10402,MH10402,Komal,Maharashtra,Female,36,161000,746,2,0,0,Not Applicable,0,0,0,1,0,1,5,9,80,Phone
10403,DL10403,Rohan,Delhi,Male,33,93000,696,3,150755.43,1,Gold,0,1,2,1,0,0,0,5,100,Mobile
10404,DL10404,Yogesh,Delhi,Male,49,104000,738,4,67761.91,1,Silver,1,0,2,1,0,0,0,4,90,Email
10405,MH10405,Kartik,Maharashtra,Male,57,178000,655,10,105967.48,0,Not Applicable,0,1,1,1,0,0,0,5,100,Mobile
10406,DL10406,Nitya,Delhi,Female,53,181000,660,2,199479.63,1,Gold,0,0,1,1,0,0,0,8,130,Email
10407,MH10407,Priya,Maharashtra,Female,45,128000,708,7,181472.42,1,Gold,0,1,2,1,0,0,0,10,150,Branch
10408,WB10408,Khushi,West Bengal,Female,27,101000,685,4,226382.47,1,Gold,1,1,3,1,0,0,0,4,90,Mobile
10409,MH10409,Manish,Maharashtra,Male,39,183000,666,3,198545.85,1,Gold,0,0,1,1,0,0,0,6,110,Email
10410,DL10410,Esha,Delhi,Female,44,44000,625,3,180641.74,1,Platinum,0,1,2,1,0,1,13,4,14,Email
10411,MH10411,Tanisha,Maharashtra,Female,30,71000,715,3,0,1,Platinum,0,1,2,1,0,0,0,7,120,Mobile
10412,KA10412,Neel,Karnataka,Male,48,35000,762,3,0,1,Platinum,0,0,1,1,0,0,0,4,90,Mobile
10413,MH10413,Dinesh,Maharashtra,Male,28,38000,734,1,168855.52,0,Not Applicable,0,0,0,1,0,1,2,6,110,Email
10414,WB10414,Shreya,West Bengal,Female,29,181000,745,4,76617.41,1,Silver,0,0,1,1,0,0,0,8,130,Mobile
10415,MH10415,Harsh,Maharashtra,Male,28,76000,650,2,156713.5,0,Not Applicable,0,0,0,1,0,0,0,6,110,Mobile
10416,TN10416,Vijay,Tamil Nadu,Male,37,83000,640,3,69352.05,1,Gold,0,1,2,1,0,0,0,6,110,Mobile
10417,WB10417,Mahesh,West Bengal,Male,39,182000,682,3,130273.62,1,Gold,0,1,2,1,0,0,0,6,110,Branch
10418,MH10418,Suraj,Maharashtra,Male,37,66000,690,4,203254.16,1,Platinum,0,1,2,1,0,0,0,8,130,Phone
10419,MH10419,Manish,Maharashtra,Male,52,45000,639,7,246078.9,1,Gold,1,0,2,1,0,0,0,4,90,Email
10420,KA10420,Suraj,Karnataka,Male,29,85000,769,6,246554.6,1,Silver,1,0,2,1,0,1,14,9,62,Email
10421,KA10421,Aarav,Karnataka,Male,48,122000,706,1,208380.59,1,Platinum,1,1,3,1,0,0,0,8,130,Phone
10422,TN10422,Rahul,Tamil Nadu,Male,50,121000,682,9,147688.25,1,Gold,1,1,3,1,0,0,0,8,130,Phone
10423,DL10423,Varsha,Delhi,Female,56,125000,717,4,0,1,Platinum,0,0,1,1,0,0,0,4,90,Email
10424,MH10424,Suman,Maharashtra,Female,34,147000,611,4,121153.54,1,Silver,0,0,1,1,0,0,0,4,90,Email
10425,MH10425,Om,Maharashtra,Male,29,45000,702,1,193895.72,1,Gold,0,1,2,1,0,0,0,8,130,Mobile
10426,KA10426,Pallavi,Karnataka,Female,61,112000,501,1,0,1,Silver,1,0,2,0,1,1,27,3,6,Email
10427,MH10427,Arjun,Maharashtra,Male,54,51000,686,4,52729.2,1,Platinum,0,1,2,1,0,0,0,9,140,Phone
10428,TN10428,Ritik,Tamil Nadu,Male,40,179000,727,9,209811.48,1,Gold,0,1,2,1,0,1,7,4,26,Email
10429,MH10429,Varsha,Maharashtra,Female,49,148000,610,5,160583.23,1,Silver,0,0,1,1,0,1,26,5,0,Mobile
10430,MH10430,Prakash,Maharashtra,Male,41,32000,605,1,84754.73,1,Gold,0,0,1,1,0,0,0,8,130,Mobile
10431,TN10431,Meenal,Tamil Nadu,Female,39,126000,753,5,190808.06,1,Platinum,0,1,2,1,0,0,0,8,130,Mobile
10432,DL10432,Krishna,Delhi,Male,53,172000,743,5,242151.76,1,Silver,0,1,2,1,0,1,7,5,36,Email
10433,DL10433,Amit,Delhi,Male,65,139000,555,6,41370.18,0,Not Applicable,0,1,1,0,1,0,0,3,80,Phone
10434,KA10434,Vivaan,Karnataka,Male,30,43000,700,2,0,1,Silver,0,0,1,1,0,0,0,9,140,Email
10435,KA10435,Esha,Karnataka,Female,25,122000,739,7,234603.78,0,Not Applicable,0,1,1,1,0,0,0,6,110,Email
10436,TN10436,Nikhil,Tamil Nadu,Male,38,40000,680,5,41772.46,1,Gold,0,0,1,1,0,1,30,5,0,Mobile
10437,KA10437,Nikhil,Karnataka,Male,79,16000,570,1,20700.76,1,Silver,0,1,2,0,1,0,0,7,190,Phone
10438,TN10438,Nitya,Tamil Nadu,Female,72,53000,448,1,41301.99,0,Not Applicable,0,1,1,0,1,0,0,8,130,Email
10439,MH10439,Deepak,Maharashtra,Male,51,190000,717,4,245482.73,1,Silver,0,1,2,1,0,1,26,7,18,Phone
10440,KA10440,Sandeep,Karnataka,Male,38,44000,751,1,0,0,Not Applicable,0,1,1,1,0,1,3,8,130,Email
10441,KA10441,Sheetal,Karnataka,Female,53,64000,411,1,41656.88,1,Silver,0,0,1,0,1,0,0,8,130,Mobile
10442,WB10442,Meera,West Bengal,Female,44,93000,699,2,0,1,Silver,0,1,2,1,0,0,0,8,130,Mobile
10443,TN10443,Neha,Tamil Nadu,Female,28,178000,696,7,176057.25,1,Silver,0,0,1,1,0,0,0,10,150,Mobile
10444,DL10444,Kartik,Delhi,Male,43,170000,739,5,19361.96,0,Not Applicable,0,1,1,1,0,1,23,4,0,Mobile
10445,DL10445,Ananya,Delhi,Female,47,163000,745,2,33042.29,0,Not Applicable,0,1,1,1,0,0,0,9,140,Mobile
10446,WB10446,Khushi,West Bengal,Female,80,11000,539,6,35764.76,0,Not Applicable,0,0,0,0,1,0,0,7,50,Phone
10447,TN10447,Divya,Tamil Nadu,Female,60,120000,737,8,237030.88,0,Not Applicable,0,0,0,1,0,0,0,8,130,Email
10448,MH10448,Bharat,Maharashtra,Male,31,156000,641,3,151926.06,0,Not Applicable,1,1,2,1,0,0,0,4,90,Mobile
10449,KA10449,Mahesh,Karnataka,Male,73,51000,572,6,32057.6,1,Platinum,0,0,1,0,1,0,0,9,140,Mobile
10450,MH10450,Rashmi,Maharashtra,Female,48,185000,622,6,212753.5,1,Gold,1,1,3,1,0,0,0,6,110,Email
10451,KA10451,Divya,Karnataka,Female,56,40000,526,2,0,1,Silver,1,1,3,0,1,1,24,2,12,Email
10452,MH10452,Sunita,Maharashtra,Female,80,177000,557,2,8138.76,1,Platinum,0,1,2,0,1,1,5,5,90,Phone
10453,MH10453,Charvi,Maharashtra,Female,27,195000,725,6,83865.91,1,Silver,0,1,2,1,0,1,6,8,68,Mobile
10454,KA10454,Ankit,Karnataka,Male,26,145000,612,2,89841.73,1,Platinum,0,0,1,1,0,1,4,7,120,Email
10455,TN10455,Jyoti,Tamil Nadu,Female,30,161000,626,5,150080.56,1,Gold,0,1,2,1,0,0,0,6,110,Email
10456,DL10456,Aarav,Delhi,Male,33,52000,635,2,116043.41,1,Platinum,0,1,2,1,0,0,0,6,110,Mobile
10457,MH10457,Swati,Maharashtra,Female,51,124000,524,4,28935.39,1,Gold,0,0,1,0,1,1,15,4,10,Phone
10458,MH10458,Diya,Maharashtra,Female,69,14000,457,4,41886.55,1,Platinum,0,0,1,0,1,1,30,1,0,Email
10459,KA10459,Tarun,Karnataka,Male,59,195000,703,2,240585.63,1,Silver,0,0,1,1,0,0,0,9,140,Mobile
10460,DL10460,Gopal,Delhi,Male,29,175000,697,9,0,1,Silver,0,1,2,1,0,0,0,9,140,Email
10461,MH10461,Rekha,Maharashtra,Female,53,91000,554,5,24341.8,1,Silver,0,0,1,1,1,0,0,8,130,Mobile
10462,MH10462,Kunal,Maharashtra,Male,57,127000,515,1,0,1,Platinum,0,0,1,1,1,1,19,4,2,Email
10463,TN10463,Tina,Tamil Nadu,Female,30,157000,753,2,175460.04,0,Not Applicable,0,1,1,1,0,1,1,8,130,Mobile
10464,WB10464,Tina,West Bengal,Female,60,178000,700,4,247971.19,1,Gold,0,1,2,1,0,0,0,5,100,Branch
10465,KA10465,Suman,Karnataka,Female,55,80000,643,5,191043.11,1,Gold,0,1,2,1,0,0,0,8,130,Email
10466,MH10466,Ishaan,Maharashtra,Male,43,198000,657,1,47102.65,0,Not Applicable,0,0,0,1,0,0,0,9,140,Mobile
10467,DL10467,Manish,Delhi,Male,25,54000,608,3,117809.84,1,Silver,0,0,1,1,0,0,0,4,90,Phone
10468,DL10468,Vihaan,Delhi,Male,40,32000,729,1,136321.17,1,Silver,1,1,3,1,0,0,0,10,150,Email
10469,TN10469,Tarun,Tamil Nadu,Male,41,64000,630,9,93796.15,1,Gold,0,1,2,1,0,0,0,10,150,Mobile
10470,MH10470,Tanmay,Maharashtra,Male,25,141000,729,7,89932.13,1,Platinum,1,0,2,1,0,0,0,7,120,Mobile
10471,MH10471,Neha,Maharashtra,Female,60,57000,600,5,205925.9,0,Not Applicable,1,1,2,1,0,0,0,7,120,Branch
10472,MH10472,Vihaan,Maharashtra,Male,53,112000,726,1,121949.27,0,Not Applicable,0,0,0,1,0,0,0,8,130,Mobile
10473,TN10473,Dinesh,Tamil Nadu,Male,30,93000,752,7,224110.3,1,Silver,0,0,1,1,0,0,0,6,110,Phone
10474,MH10474,Arjun,Maharashtra,Male,29,164000,797,6,140813.87,1,Silver,1,1,3,1,0,0,0,4,90,Email
10475,MH10475,Pankaj,Maharashtra,Male,29,71000,717,2,0,1,Silver,0,1,2,1,0,0,0,4,90,Mobile
10476,MH10476,Manisha,Maharashtra,Female,59,90000,696,4,143216.94,1,Gold,1,1,3,1,0,0,0,6,110,Branch
10477,TN10477,Vikas,Tamil Nadu,Male,49,55000,706,2,69437.67,1,Platinum,0,1,2,1,0,0,0,5,100,Email
10478,MH10478,Khushi,Maharashtra,Female,48,179000,668,2,108445.68,1,Platinum,0,1,2,1,0,0,0,4,90,Email
10479,TN10479,Deepak,Tamil Nadu,Male,47,71000,702,6,189384.49,1,Gold,0,0,1,1,0,0,0,4,90,Mobile
10480,MH10480,Bhavya,Maharashtra,Female,35,142000,815,6,22910.05,0,Not Applicable,0,0,0,1,0,0,0,9,140,Mobile
10481,DL10481,Om,Delhi,Male,37,44000,612,4,226766.16,1,Platinum,1,1,3,1,0,1,27,8,26,Phone
10482,TN10482,Aditi,Tamil Nadu,Female,40,136000,763,10,44962.89,0,Not Applicable,0,1,1,1,0,0,0,5,100,Email
10483,TN10483,Sanjay,Tamil Nadu,Male,58,62000,681,6,144901.43,1,Silver,0,0,1,1,0,0,0,6,110,Phone
10484,MH10484,Kavita,Maharashtra,Female,42,128000,672,5,159191.41,1,Silver,0,0,1,1,0,0,0,10,150,Phone
10485,KA10485,Khushi,Karnataka,Female,51,75000,661,2,0,1,Platinum,0,0,1,1,0,1,1,5,100,Phone
10486,MH10486,Vivaan,Maharashtra,Male,51,64000,687,8,182878.68,1,Gold,0,0,1,1,0,0,0,5,100,Mobile
10487,WB10487,Manish,West Bengal,Male,66,176000,506,3,21440.45,1,Silver,1,1,3,0,1,1,13,6,154,Branch
10488,DL10488,Neel,Delhi,Male,46,35000,617,5,112169.1,1,Platinum,0,1,2,1,0,0,0,8,130,Mobile
10489,MH10489,Vikas,Maharashtra,Male,77,12000,599,2,0,1,Silver,0,0,1,0,1,0,0,1,60,Branch
10490,TN10490,Sanjay,Tamil Nadu,Male,31,156000,730,10,219876.12,1,Silver,0,0,1,1,0,0,0,6,110,Email
10491,MH10491,Deepak,Maharashtra,Male,35,118000,724,2,109280.16,1,Platinum,0,1,2,1,0,0,0,4,90,Mobile
10492,KA10492,Tanmay,Karnataka,Male,28,156000,685,2,51551.96,0,Not Applicable,0,1,1,1,0,0,0,4,90,Mobile
10493,MH10493,Tarun,Maharashtra,Male,30,75000,714,5,92560.79,0,Not Applicable,1,0,1,1,0,0,0,4,90,Mobile
10494,DL10494,Madhuri,Delhi,Female,37,119000,720,4,155010.56,1,Platinum,0,1,2,1,0,1,2,10,150,Mobile
10495,WB10495,Tarun,West Bengal,Male,40,121000,600,2,83363.98,0,Not Applicable,0,0,0,1,0,0,0,8,130,Mobile
10496,TN10496,Riya,Tamil Nadu,Female,44,57000,642,6,102503.22,1,Platinum,0,0,1,1,0,0,0,9,140,Mobile
10497,TN10497,Rohan,Tamil Nadu,Male,26,108000,656,6,181967.51,1,Silver,1,0,2,1,0,0,0,10,150,Email
10498,KA10498,Raj,Karnataka,Male,25,90000,724,3,122136.47,1,Gold,0,0,1,1,0,0,0,5,100,Mobile
10499,WB10499,Komal,West Bengal,Female,47,118000,690,3,191267.56,1,Platinum,0,0,1,1,0,0,0,5,100,Phone
10500,MH10500,Naveen,Maharashtra,Male,50,171000,661,1,154285.16,1,Gold,0,1,2,1,0,0,0,7,120,Email
10501,TN10501,Dinesh,Tamil Nadu,Male,27,40000,622,3,0,0,Not Applicable,1,1,2,1,0,0,0,4,90,Phone
10502,MH10502,Farah,Maharashtra,Female,53,168000,619,3,88744.63,1,Gold,1,0,2,1,0,0,0,7,120,Branch
10503,DL10503,Nikhil,Delhi,Male,50,14000,551,5,0,1,Silver,0,0,1,1,1,1,24,1,0,Mobile
10504,KA10504,Manisha,Karnataka,Female,34,135000,666,2,150103.03,1,Gold,0,0,1,1,0,0,0,6,110,Mobile
10505,TN10505,Pooja,Tamil Nadu,Female,52,86000,806,1,230642.88,1,Gold,0,1,2,1,0,0,0,4,90,Mobile
10506,KA10506,Ravi,Karnataka,Male,60,45000,747,7,127960.54,1,Gold,0,0,1,1,0,0,0,6,110,Email
10507,KA10507,Jyoti,Karnataka,Female,63,60000,466,3,0,1,Platinum,0,0,1,1,1,0,0,1,60,Email
10508,KA10508,Krishna,Karnataka,Male,31,137000,797,7,78278.77,0,Not Applicable,0,1,1,1,0,1,3,10,150,Email
10509,MH10509,Sandeep,Maharashtra,Male,59,197000,729,3,198678.96,0,Not Applicable,0,1,1,1,0,0,0,4,90,Phone
10510,KA10510,Ashok,Karnataka,Male,58,35000,686,2,194753.13,1,Gold,0,0,1,1,0,0,0,6,110,Mobile
10511,TN10511,Vaishnavi,Tamil Nadu,Female,56,60000,666,3,0,1,Gold,0,0,1,1,0,0,0,7,120,Phone
10512,KA10512,Komal,Karnataka,Female,45,48000,762,6,222567.85,1,Gold,0,1,2,1,0,0,0,5,100,Mobile
10513,KA10513,Rekha,Karnataka,Female,50,16000,576,4,13128.12,1,Silver,0,1,2,0,1,0,0,1,70,Branch
10514,TN10514,Vikas,Tamil Nadu,Male,27,66000,752,3,129920.02,1,Gold,1,0,2,1,0,0,0,4,90,Mobile
10515,KA10515,Sumit,Karnataka,Male,55,85000,652,2,75604.57,1,Gold,0,0,1,1,0,0,0,6,110,Mobile
10516,TN10516,Harsh,Tamil Nadu,Male,27,100000,733,2,227484.62,1,Gold,0,0,1,1,0,0,0,4,90,Mobile
10517,DL10517,Suman,Delhi,Female,41,56000,695,2,158238.95,0,Not Applicable,1,1,2,1,0,0,0,4,90,Phone
10518,WB10518,Ankit,West Bengal,Male,50,114000,455,5,37258.07,1,Platinum,0,0,1,1,1,1,9,6,42,Email
10519,MH10519,Naveen,Maharashtra,Male,51,156000,600,3,48324.44,1,Platinum,0,0,1,0,1,0,0,9,140,Mobile
10520,DL10520,Khushi,Delhi,Female,77,46000,600,3,0,1,Platinum,0,0,1,0,1,1,12,5,26,Mobile
10521,DL10521,Naresh,Delhi,Male,54,195000,560,4,43421.52,1,Silver,0,0,1,0,1,1,16,2,0,Email
10522,MH10522,Sonia,Maharashtra,Female,58,71000,490,5,47362.19,1,Silver,1,0,2,0,1,0,0,1,70,Mobile
10523,MH10523,Ankita,Maharashtra,Female,35,162000,681,6,0,1,Platinum,0,1,2,1,0,1,30,10,40,Phone
10524,MH10524,Gopal,Maharashtra,Male,55,32000,792,1,0,0,Not Applicable,0,1,1,1,0,0,0,5,100,Mobile
10525,KA10525,Tanisha,Karnataka,Female,26,37000,698,4,161064.68,0,Not Applicable,0,0,0,1,0,0,0,10,150,Mobile
10526,MH10526,Naveen,Maharashtra,Male,56,66000,622,1,131931.28,0,Not Applicable,0,0,0,1,0,0,0,10,150,Branch
10527,DL10527,Rajesh,Delhi,Male,41,182000,649,5,180236.49,1,Silver,0,1,2,1,0,0,0,9,140,Phone
10528,MH10528,Naveen,Maharashtra,Male,45,130000,681,2,206586.67,1,Platinum,0,0,1,1,0,0,0,5,100,Email
10529,MH10529,Sai,Maharashtra,Male,30,174000,600,1,81189.32,1,Platinum,0,1,2,1,0,1,28,7,14,Email
10530,WB10530,Aditya,West Bengal,Male,55,49000,623,5,112574.36,1,Gold,0,0,1,1,0,1,21,8,38,Email
10531,KA10531,Ashok,Karnataka,Male,52,200000,731,4,245178.26,1,Silver,0,1,2,1,0,0,0,5,100,Branch
10532,DL10532,Swati,Delhi,Female,35,194000,674,2,191716.78,1,Silver,1,1,3,1,0,0,0,5,100,Phone
10533,KA10533,Mohan,Karnataka,Male,54,42000,671,2,27043.34,1,Platinum,0,1,2,1,0,0,0,8,130,Phone
10534,MH10534,Meenal,Maharashtra,Female,30,156000,751,6,212580.24,1,Silver,0,0,1,1,0,0,0,4,90,Mobile
10535,MH10535,Simran,Maharashtra,Female,44,132000,700,3,132597.93,1,Silver,0,0,1,1,0,0,0,7,120,Phone
10536,MH10536,Tarun,Maharashtra,Male,30,130000,759,9,96298.66,1,Gold,1,0,2,1,0,0,0,4,90,Phone
10537,TN10537,Nikhil,Tamil Nadu,Male,74,194000,600,2,21229.51,1,Silver,0,1,2,0,1,1,16,4,48,Email
10538,MH10538,Bharat,Maharashtra,Male,80,124000,526,5,38946.39,1,Silver,1,0,2,1,1,0,0,1,60,Phone
10539,WB10539,Kartik,West Bengal,Male,32,31000,717,8,202890.32,0,Not Applicable,0,1,1,1,0,1,18,7,34,Mobile
10540,MH10540,Prakash,Maharashtra,Male,45,35000,728,3,24235.86,1,Platinum,1,1,3,1,0,0,0,4,90,Phone
10541,WB10541,Rahul,West Bengal,Male,50,96000,736,8,118803.46,1,Silver,0,1,2,1,0,0,0,7,120,Phone
10542,KA10542,Rajesh,Karnataka,Male,36,53000,605,10,79515.89,1,Gold,1,1,3,1,0,1,3,8,130,Mobile
10543,DL10543,Geeta,Delhi,Female,44,170000,647,2,219546.65,1,Silver,1,0,2,1,0,0,0,5,100,Email
10544,WB10544,Rahul,West Bengal,Male,49,161000,649,6,200072.53,1,Gold,0,0,1,1,0,0,0,10,150,Email
10545,MH10545,Khushi,Maharashtra,Female,42,174000,757,9,96424.66,1,Gold,0,0,1,1,0,0,0,5,100,Mobile
10546,KA10546,Tanmay,Karnataka,Male,45,78000,758,3,20809.9,1,Platinum,0,1,2,1,0,0,0,5,100,Email
10547,TN10547,Mohan,Tamil Nadu,Male,55,86000,650,2,129433.77,1,Gold,0,1,2,1,0,0,0,9,140,Mobile
10548,KA10548,Sonia,Karnataka,Female,27,36000,681,2,206170.43,1,Gold,0,0,1,1,0,0,0,4,90,Mobile
10549,MH10549,Sai,Maharashtra,Male,37,122000,707,2,170066.96,0,Not Applicable,0,0,0,1,0,0,0,4,90,Mobile
10550,MH10550,Sumit,Maharashtra,Male,56,183000,600,6,193732.29,1,Gold,0,1,2,1,0,1,21,6,18,Mobile
10551,TN10551,Raj,Tamil Nadu,Male,33,51000,750,9,85431.23,1,Silver,0,0,1,1,0,0,0,5,100,Mobile
10552,KA10552,Kartik,Karnataka,Male,34,128000,731,5,126726.3,1,Gold,0,1,2,1,0,1,30,9,30,Branch
10553,TN10553,Pooja,Tamil Nadu,Female,49,160000,665,2,179678.88,1,Platinum,0,0,1,1,0,0,0,8,130,Phone
10554,TN10554,Nikhil,Tamil Nadu,Male,28,39000,606,6,191199.76,0,Not Applicable,0,1,1,1,0,0,0,4,90,Mobile
10555,TN10555,Raj,Tamil Nadu,Male,29,46000,668,1,54425.44,0,Not Applicable,0,0,0,1,0,0,0,8,130,Mobile
10556,KA10556,Ritik,Karnataka,Male,48,76000,675,7,0,1,Platinum,0,1,2,1,0,0,0,5,100,Mobile
10557,TN10557,Rahul,Tamil Nadu,Male,57,73000,744,1,24167.86,1,Silver,1,1,3,1,0,0,0,10,150,Mobile
10558,MH10558,Naveen,Maharashtra,Male,26,62000,759,4,54354.46,1,Platinum,1,1,3,1,0,0,0,8,130,Mobile
10559,DL10559,Esha,Delhi,Female,34,74000,629,6,210060.23,0,Not Applicable,0,1,1,1,0,0,0,7,120,Mobile
10560,TN10560,Vijay,Tamil Nadu,Male,26,63000,664,8,0,1,Gold,0,0,1,1,0,0,0,8,130,Mobile
10561,WB10561,Vihaan,West Bengal,Male,26,47000,679,5,55113.45,0,Not Applicable,0,1,1,1,0,0,0,4,90,Mobile
10562,KA10562,Pankaj,Karnataka,Male,60,82000,524,1,4016.16,0,Not Applicable,0,0,0,0,1,1,7,5,0,Email
10563,TN10563,Arjun,Tamil Nadu,Male,52,167000,665,3,209149.45,0,Not Applicable,0,0,0,1,0,0,0,9,140,Mobile
10564,MH10564,Diya,Maharashtra,Female,42,163000,772,8,196905.82,0,Not Applicable,0,0,0,1,0,0,0,9,140,Phone
10565,KA10565,Ashok,Karnataka,Male,50,154000,663,6,34687.15,1,Platinum,0,1,2,1,0,0,0,5,100,Email
10566,KA10566,Krishna,Karnataka,Male,59,109000,618,6,52502.51,0,Not Applicable,0,0,0,1,0,0,0,5,100,Email
10567,MH10567,Ashok,Maharashtra,Male,31,123000,706,2,61907.7,0,Not Applicable,0,1,1,1,0,0,0,10,150,Mobile
10568,MH10568,Naveen,Maharashtra,Male,61,102000,571,1,0,0,Not Applicable,1,0,1,0,1,0,0,5,100,Branch
10569,MH10569,Suresh,Maharashtra,Male,55,178000,587,1,29663.1,0,Not Applicable,0,0,0,0,1,1,11,2,0,Mobile
10570,MH10570,Meera,Maharashtra,Female,42,122000,631,6,0,1,Gold,0,1,2,1,0,0,0,5,100,Phone
10571,TN10571,Mohan,Tamil Nadu,Male,64,80000,584,5,37656.62,1,Silver,0,0,1,0,1,1,24,6,12,Email
10572,MH10572,Mahesh,Maharashtra,Male,37,62000,730,2,192174.45,0,Not Applicable,0,1,1,1,0,0,0,8,130,Mobile
10573,MH10573,Yogesh,Maharashtra,Male,56,177000,688,6,162005.29,1,Gold,0,0,1,1,0,0,0,10,150,Email
10574,MH10574,Suman,Maharashtra,Female,46,188000,775,1,136770.31,1,Platinum,0,0,1,1,0,0,0,8,130,Phone
10575,MH10575,Bhavya,Maharashtra,Female,46,113000,736,2,0,0,Not Applicable,0,0,0,1,0,1,21,10,58,Phone
10576,DL10576,Priya,Delhi,Female,58,63000,663,2,0,1,Silver,0,1,2,1,0,0,0,4,90,Email
